# DerivedCoreProperties-16.0.0.txt
# Date: 2024-05-31, 18:09:32 GMT
# © 2024 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see https://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: Math
#  Generated from: Sm + Other_Math

002B          ; Math
3400..4DBF    ; ID_Continue
4E00..A014    ; ID_Continue
A015          ; ID_Continue
A016..A48C    ; ID_Continue
A4D0..A4F7    ; ID_Continue
A4F8..A4FD    ; ID_Continue
A500..A60B    ; ID_Continue
A60C          ; ID_Continue
A610..A61F    ; ID_Continue
A620..A629    ; ID_Continue
A62A..A62B    ; ID_Continue
A640..A66D    ; ID_Continue
A66E          ; ID_Continue
A66F          ; ID_Continue
A674..A67D    ; ID_Continue
A67F          ; ID_Continue
A680..A69B    ; ID_Continue
A69C..A69D    ; ID_Continue
A69E..A69F    ; ID_Continue
A6A0..A6E5    ; ID_Continue
A6E6..A6EF    ; ID_Continue
A6F0..A6F1    ; ID_Continue
A717..A71F    ; ID_Continue
A722..A76F    ; ID_Continue
A770          ; ID_Continue
A771..A787    ; ID_Continue
A788          ; ID_Continue
A78B..A78E    ; ID_Continue
A78F          ; ID_Continue
A790..A7CD    ; ID_Continue
A7D0..A7D1    ; ID_Continue
A7D3          ; ID_Continue
A7D5..A7DC    ; ID_Continue
A7F2..A7F4    ; ID_Continue
A7F5..A7F6    ; ID_Continue
A7F7          ; ID_Continue
A7F8..A7F9    ; ID_Continue
A7FA          ; ID_Continue
A7FB..A801    ; ID_Continue
A802          ; ID_Continue
A803..A805    ; ID_Continue
A806          ; ID_Continue
A807..A80A    ; ID_Continue
A80B          ; ID_Continue
A80C..A822    ; ID_Continue
A823..A824    ; ID_Continue
A825..A826    ; ID_Continue
A827          ; ID_Continue
A82C          ; ID_Continue
A840..A873    ; ID_Continue
A880..A881    ; ID_Continue
A882..A8B3    ; ID_Continue
A8B4..A8C3    ; ID_Continue
A8C4..A8C5    ; ID_Continue
A8D0..A8D9    ; ID_Continue
A8E0..A8F1    ; ID_Continue
A8F2..A8F7    ; ID_Continue
A8FB          ; ID_Continue
A8FD..A8FE    ; ID_Continue
A8FF          ; ID_Continue
A900..A909    ; ID_Continue
A90A..A925    ; ID_Continue
A926..A92D    ; ID_Continue
A930..A946    ; ID_Continue
A947..A951    ; ID_Continue
A952..A953    ; ID_Continue
A960..A97C    ; ID_Continue
A980..A982    ; ID_Continue
A983          ; ID_Continue
A984..A9B2    ; ID_Continue
A9B3          ; ID_Continue
A9B4..A9B5    ; ID_Continue
A9B6..A9B9    ; ID_Continue
A9BA..A9BB    ; ID_Continue
A9BC..A9BD    ; ID_Continue
A9BE..A9C0    ; ID_Continue
A9CF          ; ID_Continue
A9D0..A9D9    ; ID_Continue
A9E0..A9E4    ; ID_Continue
A9E5          ; ID_Continue
A9E6          ; ID_Continue
A9E7..A9EF    ; ID_Continue
A9F0..A9F9    ; ID_Continue
A9FA..A9FE    ; ID_Continue
AA00..AA28    ; ID_Continue
AA29..AA2E    ; ID_Continue
AA2F..AA30    ; ID_Continue
AA31..AA32    ; ID_Continue
AA33..AA34    ; ID_Continue
AA35..AA36    ; ID_Continue
AA40..AA42    ; ID_Continue
AA43          ; ID_Continue
AA44..AA4B    ; ID_Continue
AA4C          ; ID_Continue
AA4D          ; ID_Continue
AA50..AA59    ; ID_Continue
AA60..AA6F    ; ID_Continue
AA70          ; ID_Continue
AA71..AA76    ; ID_Continue
AA7A          ; ID_Continue
AA7B          ; ID_Continue
AA7C          ; ID_Continue
AA7D          ; ID_Continue
AA7E..AAAF    ; ID_Continue
AAB0          ; ID_Continue
AAB1          ; ID_Continue
AAB2..AAB4    ; ID_Continue
AAB5..AAB6    ; ID_Continue
AAB7..AAB8    ; ID_Continue
AAB9..AABD    ; ID_Continue
AABE..AABF    ; ID_Continue
AAC0          ; ID_Continue
AAC1          ; ID_Continue
AAC2          ; ID_Continue
AADB..AADC    ; ID_Continue
AADD          ; ID_Continue
AAE0..AAEA    ; ID_Continue
AAEB          ; ID_Continue
AAEC..AAED    ; ID_Continue
AAEE..AAEF    ; ID_Continue
AAF2          ; ID_Continue
AAF3..AAF4    ; ID_Continue
AAF5          ; ID_Continue
AAF6          ; ID_Continue
AB01..AB06    ; ID_Continue
AB09..AB0E    ; ID_Continue
AB11..AB16    ; ID_Continue
AB20..AB26    ; ID_Continue
AB28..AB2E    ; ID_Continue
AB30..AB5A    ; ID_Continue
AB5C..AB5F    ; ID_Continue
AB60..AB68    ; ID_Continue
AB69          ; ID_Continue
AB70..ABBF    ; ID_Continue
ABC0..ABE2    ; ID_Continue
ABE3..ABE4    ; ID_Continue
ABE5          ; ID_Continue
ABE6..ABE7    ; ID_Continue
ABE8          ; ID_Continue
ABE9..ABEA    ; ID_Continue
ABEC          ; ID_Continue
ABED          ; ID_Continue
ABF0..ABF9    ; ID_Continue
AC00..D7A3    ; ID_Continue
D7B0..D7C6    ; ID_Continue
D7CB..D7FB    ; ID_Continue
F900..FA6D    ; ID_Continue
FA70..FAD9    ; ID_Continue
FB00..FB06    ; ID_Continue
FB13..FB17    ; ID_Continue
FB1D          ; ID_Continue
FB1E          ; ID_Continue
FB1F..FB28    ; ID_Continue
FB2A..FB36    ; ID_Continue
FB38..FB3C    ; ID_Continue
FB3E          ; ID_Continue
FB40..FB41    ; ID_Continue
FB43..FB44    ; ID_Continue
FB46..FBB1    ; ID_Continue
FBD3..FD3D    ; ID_Continue
FD50..FD8F    ; ID_Continue
FD92..FDC7    ; ID_Continue
FDF0..FDFB    ; ID_Continue
FE00..FE0F    ; ID_Continue
FE20..FE2F    ; ID_Continue
FE33..FE34    ; ID_Continue
FE4D..FE4F    ; ID_Continue
FE70..FE74    ; ID_Continue
FE76..FEFC    ; ID_Continue
FF10..FF19    ; ID_Continue
FF21..FF3A    ; ID_Continue
FF3F          ; ID_Continue
FF41..FF5A    ; ID_Continue
FF65          ; ID_Continue
FF66..FF6F    ; ID_Continue
FF70          ; ID_Continue
FF71..FF9D    ; ID_Continue
FF9E..FF9F    ; ID_Continue
FFA0..FFBE    ; ID_Continue
FFC2..FFC7    ; ID_Continue
FFCA..FFCF    ; ID_Continue
FFD2..FFD7    ; ID_Continue
FFDA..FFDC    ; ID_Continue
10000..1000B  ; ID_Continue
1000D..10026  ; ID_Continue
10028..1003A  ; ID_Continue
1003C..1003D  ; ID_Continue
1003F..1004D  ; ID_Continue
10050..1005D  ; ID_Continue
10080..100FA  ; ID_Continue
10140..10174  ; ID_Continue
101FD         ; ID_Continue
10280..1029C  ; ID_Continue
102A0..102D0  ; ID_Continue
102E0         ; ID_Continue
10300..1031F  ; ID_Continue
1032D..10340  ; ID_Continue
10341         ; ID_Continue
10342..10349  ; ID_Continue
1034A         ; ID_Continue
10350..10375  ; ID_Continue
10376..1037A  ; ID_Continue
10380..1039D  ; ID_Continue
103A0..103C3  ; ID_Continue
103C8..103CF  ; ID_Continue
103D1..103D5  ; ID_Continue
10400..1044F  ; ID_Continue
10450..1049D  ; ID_Continue
104A0..104A9  ; ID_Continue
104B0..104D3  ; ID_Continue
104D8..104FB  ; ID_Continue
10500..10527  ; ID_Continue
10530..10563  ; ID_Continue
10570..1057A  ; ID_Continue
1057C..1058A  ; ID_Continue
1058C..10592  ; ID_Continue
10594..10595  ; ID_Continue
10597..105A1  ; ID_Continue
105A3..105B1  ; ID_Continue
105B3..105B9  ; ID_Continue
105BB..105BC  ; ID_Continue
105C0..105F3  ; ID_Continue
10600..10736  ; ID_Continue
10740..10755  ; ID_Continue
10760..10767  ; ID_Continue
10780..10785  ; ID_Continue
10787..107B0  ; ID_Continue
107B2..107BA  ; ID_Continue
10800..10805  ; ID_Continue
10808         ; ID_Continue
1080A..10835  ; ID_Continue
10837..10838  ; ID_Continue
1083C         ; ID_Continue
1083F..10855  ; ID_Continue
10860..10876  ; ID_Continue
10880..1089E  ; ID_Continue
108E0..108F2  ; ID_Continue
108F4..108F5  ; ID_Continue
10900..10915  ; ID_Continue
10920..10939  ; ID_Continue
10980..109B7  ; ID_Continue
109BE..109BF  ; ID_Continue
10A00         ; ID_Continue
10A01..10A03  ; ID_Continue
10A05..10A06  ; ID_Continue
10A0C..10A0F  ; ID_Continue
10A10..10A13  ; ID_Continue
10A15..10A17  ; ID_Continue
10A19..10A35  ; ID_Continue
10A38..10A3A  ; ID_Continue
10A3F         ; ID_Continue
10A60..10A7C  ; ID_Continue
10A80..10A9C  ; ID_Continue
10AC0..10AC7  ; ID_Continue
10AC9..10AE4  ; ID_Continue
10AE5..10AE6  ; ID_Continue
10B00..10B35  ; ID_Continue
10B40..10B55  ; ID_Continue
10B60..10B72  ; ID_Continue
10B80..10B91  ; ID_Continue
10C00..10C48  ; ID_Continue
10C80..10CB2  ; ID_Continue
10CC0..10CF2  ; ID_Continue
10D00..10D23  ; ID_Continue
10D24..10D27  ; ID_Continue
10D30..10D39  ; ID_Continue
10D40..10D49  ; ID_Continue
10D4A..10D4D  ; ID_Continue
10D4E         ; ID_Continue
10D4F         ; ID_Continue
10D50..10D65  ; ID_Continue
10D69..10D6D  ; ID_Continue
10D6F         ; ID_Continue
10D70..10D85  ; ID_Continue
10E80..10EA9  ; ID_Continue
10EAB..10EAC  ; ID_Continue
10EB0..10EB1  ; ID_Continue
10EC2..10EC4  ; ID_Continue
10EFC..10EFF  ; ID_Continue
10F00..10F1C  ; ID_Continue
10F27         ; ID_Continue
10F30..10F45  ; ID_Continue
10F46..10F50  ; ID_Continue
10F70..10F81  ; ID_Continue
10F82..10F85  ; ID_Continue
10FB0..10FC4  ; ID_Continue
10FE0..10FF6  ; ID_Continue
11000         ; ID_Continue
11001         ; ID_Continue
11002         ; ID_Continue
11003..11037  ; ID_Continue
11038..11046  ; ID_Continue
11066..1106F  ; ID_Continue
11070         ; ID_Continue
11071..11072  ; ID_Continue
11073..11074  ; ID_Continue
11075         ; ID_Continue
1107F..11081  ; ID_Continue
11082         ; ID_Continue
11083..110AF  ; ID_Continue
110B0..110B2  ; ID_Continue
110B3..110B6  ; ID_Continue
110B7..110B8  ; ID_Continue
110B9..110BA  ; ID_Continue
110C2         ; ID_Continue
110D0..110E8  ; ID_Continue
110F0..110F9  ; ID_Continue
11100..11102  ; ID_Continue
11103..11126  ; ID_Continue
11127..1112B  ; ID_Continue
1112C         ; ID_Continue
1112D..11134  ; ID_Continue
11136..1113F  ; ID_Continue
11144         ; ID_Continue
11145..11146  ; ID_Continue
11147         ; ID_Continue
11150..11172  ; ID_Continue
11173         ; ID_Continue
11176         ; ID_Continue
11180..11181  ; ID_Continue
11182         ; ID_Continue
11183..111B2  ; ID_Continue
111B3..111B5  ; ID_Continue
111B6..111BE  ; ID_Continue
111BF..111C0  ; ID_Continue
111C1..111C4  ; ID_Continue
111C9..111CC  ; ID_Continue
111CE         ; ID_Continue
111CF         ; ID_Continue
111D0..111D9  ; ID_Continue
111DA         ; ID_Continue
111DC         ; ID_Continue
11200..11211  ; ID_Continue
11213..1122B  ; ID_Continue
1122C..1122E  ; ID_Continue
1122F..11231  ; ID_Continue
11232..11233  ; ID_Continue
11234         ; ID_Continue
11235         ; ID_Continue
11236..11237  ; ID_Continue
1123E         ; ID_Continue
1123F..11240  ; ID_Continue
11241         ; ID_Continue
11280..11286  ; ID_Continue
11288         ; ID_Continue
1128A..1128D  ; ID_Continue
1128F..1129D  ; ID_Continue
1129F..112A8  ; ID_Continue
112B0..112DE  ; ID_Continue
112DF         ; ID_Continue
112E0..112E2  ; ID_Continue
112E3..112EA  ; ID_Continue
112F0..112F9  ; ID_Continue
11300..11301  ; ID_Continue
11302..11303  ; ID_Continue
11305..1130C  ; ID_Continue
1130F..11310  ; ID_Continue
11313..11328  ; ID_Continue
1132A..11330  ; ID_Continue
11332..11333  ; ID_Continue
11335..11339  ; ID_Continue
1133B..1133C  ; ID_Continue
1133D         ; ID_Continue
1133E..1133F  ; ID_Continue
11340         ; ID_Continue
11341..11344  ; ID_Continue
11347..11348  ; ID_Continue
1134B..1134D  ; ID_Continue
11350         ; ID_Continue
11357         ; ID_Continue
1135D..11361  ; ID_Continue
11362..11363  ; ID_Continue
11366..1136C  ; ID_Continue
11370..11374  ; ID_Continue
11380..11389  ; ID_Continue
1138B         ; ID_Continue
1138E         ; ID_Continue
11390..113B5  ; ID_Continue
113B7         ; ID_Continue
113B8..113BA  ; ID_Continue
113BB..113C0  ; ID_Continue
113C2         ; ID_Continue
113C5         ; ID_Continue
113C7..113CA  ; ID_Continue
113CC..113CD  ; ID_Continue
113CE         ; ID_Continue
113CF         ; ID_Continue
113D0         ; ID_Continue
113D1         ; ID_Continue
113D2         ; ID_Continue
113D3         ; ID_Continue
113E1..113E2  ; ID_Continue
11400..11434  ; ID_Continue
11435..11437  ; ID_Continue
11438..1143F  ; ID_Continue
11440..11441  ; ID_Continue
11442..11444  ; ID_Continue
11445         ; ID_Continue
11446         ; ID_Continue
11447..1144A  ; ID_Continue
11450..11459  ; ID_Continue
1145E         ; ID_Continue
1145F..11461  ; ID_Continue
11480..114AF  ; ID_Continue
114B0..114B2  ; ID_Continue
114B3..114B8  ; ID_Continue
114B9         ; ID_Continue
114BA         ; ID_Continue
114BB..114BE  ; ID_Continue
114BF..114C0  ; ID_Continue
114C1         ; ID_Continue
114C2..114C3  ; ID_Continue
114C4..114C5  ; ID_Continue
114C7         ; ID_Continue
114D0..114D9  ; ID_Continue
11580..115AE  ; ID_Continue
115AF..115B1  ; ID_Continue
115B2..115B5  ; ID_Continue
115B8..115BB  ; ID_Continue
115BC..115BD  ; ID_Continue
115BE         ; ID_Continue
115BF..115C0  ; ID_Continue
115D8..115DB  ; ID_Continue
115DC..115DD  ; ID_Continue
11600..1162F  ; ID_Continue
11630..11632  ; ID_Continue
11633..1163A  ; ID_Continue
1163B..1163C  ; ID_Continue
1163D         ; ID_Continue
1163E         ; ID_Continue
1163F..11640  ; ID_Continue
11644         ; ID_Continue
11650..11659  ; ID_Continue
11680..116AA  ; ID_Continue
116AB         ; ID_Continue
116AC         ; ID_Continue
116AD         ; ID_Continue
116AE..116AF  ; ID_Continue
116B0..116B5  ; ID_Continue
116B6         ; ID_Continue
116B7         ; ID_Continue
116B8         ; ID_Continue
116C0..116C9  ; ID_Continue
116D0..116E3  ; ID_Continue
11700..1171A  ; ID_Continue
1171D         ; ID_Continue
1171E         ; ID_Continue
1171F         ; ID_Continue
11720..11721  ; ID_Continue
11722..11725  ; ID_Continue
11726         ; ID_Continue
11727..1172B  ; ID_Continue
11730..11739  ; ID_Continue
11740..11746  ; ID_Continue
11800..1182B  ; ID_Continue
1182C..1182E  ; ID_Continue
1182F..11837  ; ID_Continue
11838         ; ID_Continue
11839..1183A  ; ID_Continue
118A0..118DF  ; ID_Continue
118E0..118E9  ; ID_Continue
118FF..11906  ; ID_Continue
11909         ; ID_Continue
1190C..11913  ; ID_Continue
11915..11916  ; ID_Continue
11918..1192F  ; ID_Continue
11930..11935  ; ID_Continue
11937..11938  ; ID_Continue
1193B..1193C  ; ID_Continue
1193D         ; ID_Continue
1193E         ; ID_Continue
1193F         ; ID_Continue
11940         ; ID_Continue
11941         ; ID_Continue
11942         ; ID_Continue
11943         ; ID_Continue
11950..11959  ; ID_Continue
119A0..119A7  ; ID_Continue
119AA..119D0  ; ID_Continue
119D1..119D3  ; ID_Continue
119D4..119D7  ; ID_Continue
119DA..119DB  ; ID_Continue
119DC..119DF  ; ID_Continue
119E0         ; ID_Continue
119E1         ; ID_Continue
119E3         ; ID_Continue
119E4         ; ID_Continue
11A00         ; ID_Continue
11A01..11A0A  ; ID_Continue
11A0B..11A32  ; ID_Continue
11A33..11A38  ; ID_Continue
11A39         ; ID_Continue
11A3A         ; ID_Continue
11A3B..11A3E  ; ID_Continue
11A47         ; ID_Continue
11A50         ; ID_Continue
11A51..11A56  ; ID_Continue
11A57..11A58  ; ID_Continue
11A59..11A5B  ; ID_Continue
11A5C..11A89  ; ID_Continue
11A8A..11A96  ; ID_Continue
11A97         ; ID_Continue
11A98..11A99  ; ID_Continue
11A9D         ; ID_Continue
11AB0..11AF8  ; ID_Continue
11BC0..11BE0  ; ID_Continue
11BF0..11BF9  ; ID_Continue
11C00..11C08  ; ID_Continue
11C0A..11C2E  ; ID_Continue
11C2F         ; ID_Continue
11C30..11C36  ; ID_Continue
11C38..11C3D  ; ID_Continue
11C3E         ; ID_Continue
11C3F         ; ID_Continue
11C40         ; ID_Continue
11C50..11C59  ; ID_Continue
11C72..11C8F  ; ID_Continue
11C92..11CA7  ; ID_Continue
11CA9         ; ID_Continue
11CAA..11CB0  ; ID_Continue
11CB1         ; ID_Continue
11CB2..11CB3  ; ID_Continue
11CB4         ; ID_Continue
11CB5..11CB6  ; ID_Continue
11D00..11D06  ; ID_Continue
11D08..11D09  ; ID_Continue
11D0B..11D30  ; ID_Continue
11D31..11D36  ; ID_Continue
11D3A         ; ID_Continue
11D3C..11D3D  ; ID_Continue
11D3F..11D45  ; ID_Continue
11D46         ; ID_Continue
11D47         ; ID_Continue
11D50..11D59  ; ID_Continue
11D60..11D65  ; ID_Continue
11D67..11D68  ; ID_Continue
11D6A..11D89  ; ID_Continue
11D8A..11D8E  ; ID_Continue
11D90..11D91  ; ID_Continue
11D93..11D94  ; ID_Continue
11D95         ; ID_Continue
11D96         ; ID_Continue
11D97         ; ID_Continue
11D98         ; ID_Continue
11DA0..11DA9  ; ID_Continue
11EE0..11EF2  ; ID_Continue
11EF3..11EF4  ; ID_Continue
11EF5..11EF6  ; ID_Continue
11F00..11F01  ; ID_Continue
11F02         ; ID_Continue
11F03         ; ID_Continue
11F04..11F10  ; ID_Continue
11F12..11F33  ; ID_Continue
11F34..11F35  ; ID_Continue
11F36..11F3A  ; ID_Continue
11F3E..11F3F  ; ID_Continue
11F40         ; ID_Continue
11F41         ; ID_Continue
11F42         ; ID_Continue
11F50..11F59  ; ID_Continue
11F5A         ; ID_Continue
11FB0         ; ID_Continue
12000..12399  ; ID_Continue
12400..1246E  ; ID_Continue
12480..12543  ; ID_Continue
12F90..12FF0  ; ID_Continue
13000..1342F  ; ID_Continue
13440         ; ID_Continue
13441..13446  ; ID_Continue
13447..13455  ; ID_Continue
13460..143FA  ; ID_Continue
14400..14646  ; ID_Continue
16100..1611D  ; ID_Continue
1611E..16129  ; ID_Continue
1612A..1612C  ; ID_Continue
1612D..1612F  ; ID_Continue
16130..16139  ; ID_Continue
16800..16A38  ; ID_Continue
16A40..16A5E  ; ID_Continue
16A60..16A69  ; ID_Continue
16A70..16ABE  ; ID_Continue
16AC0..16AC9  ; ID_Continue
16AD0..16AED  ; ID_Continue
16AF0..16AF4  ; ID_Continue
16B00..16B2F  ; ID_Continue
16B30..16B36  ; ID_Continue
16B40..16B43  ; ID_Continue
16B50..16B59  ; ID_Continue
16B63..16B77  ; ID_Continue
16B7D..16B8F  ; ID_Continue
16D40..16D42  ; ID_Continue
16D43..16D6A  ; ID_Continue
16D6B..16D6C  ; ID_Continue
16D70..16D79  ; ID_Continue
16E40..16E7F  ; ID_Continue
16F00..16F4A  ; ID_Continue
16F4F         ; ID_Continue
16F50         ; ID_Continue
16F51..16F87  ; ID_Continue
16F8F..16F92  ; ID_Continue
16F93..16F9F  ; ID_Continue
16FE0..16FE1  ; ID_Continue
16FE3         ; ID_Continue
16FE4         ; ID_Continue
16FF0..16FF1  ; ID_Continue
17000..187F7  ; ID_Continue
18800..18CD5  ; ID_Continue
18CFF..18D08  ; ID_Continue
1AFF0..1AFF3  ; ID_Continue
1AFF5..1AFFB  ; ID_Continue
1AFFD..1AFFE  ; ID_Continue
1B000..1B122  ; ID_Continue
1B132         ; ID_Continue
1B150..1B152  ; ID_Continue
1B155         ; ID_Continue
1B164..1B167  ; ID_Continue
1B170..1B2FB  ; ID_Continue
1BC00..1BC6A  ; ID_Continue
1BC70..1BC7C  ; ID_Continue
1BC80..1BC88  ; ID_Continue
1BC90..1BC99  ; ID_Continue
1BC9D..1BC9E  ; ID_Continue
1CCF0..1CCF9  ; ID_Continue
1CF00..1CF2D  ; ID_Continue
1CF30..1CF46  ; ID_Continue
1D165..1D166  ; ID_Continue
1D167..1D169  ; ID_Continue
1D16D..1D172  ; ID_Continue
1D17B..1D182  ; ID_Continue
1D185..1D18B  ; ID_Continue
1D1AA..1D1AD  ; ID_Continue
1D242..1D244  ; ID_Continue
1D400..1D454  ; ID_Continue
1D456..1D49C  ; ID_Continue
1D49E..1D49F  ; ID_Continue
1D4A2         ; ID_Continue
1D4A5..1D4A6  ; ID_Continue
1D4A9..1D4AC  ; ID_Continue
1D4AE..1D4B9  ; ID_Continue
1D4BB         ; ID_Continue
1D4BD..1D4C3  ; ID_Continue
1D4C5..1D505  ; ID_Continue
1D507..1D50A  ; ID_Continue
1D50D..1D514  ; ID_Continue
1D516..1D51C  ; ID_Continue
1D51E..1D539  ; ID_Continue
1D53B..1D53E  ; ID_Continue
1D540..1D544  ; ID_Continue
1D546         ; ID_Continue
1D54A..1D550  ; ID_Continue
1D552..1D6A5  ; ID_Continue
1D6A8..1D6C0  ; ID_Continue
1D6C2..1D6DA  ; ID_Continue
1D6DC..1D6FA  ; ID_Continue
1D6FC..1D714  ; ID_Continue
1D716..1D734  ; ID_Continue
1D736..1D74E  ; ID_Continue
1D750..1D76E  ; ID_Continue
1D770..1D788  ; ID_Continue
1D78A..1D7A8  ; ID_Continue
1D7AA..1D7C2  ; ID_Continue
1D7C4..1D7CB  ; ID_Continue
1D7CE..1D7FF  ; ID_Continue
1DA00..1DA36  ; ID_Continue
1DA3B..1DA6C  ; ID_Continue
1DA75         ; ID_Continue
1DA84         ; ID_Continue
1DA9B..1DA9F  ; ID_Continue
1DAA1..1DAAF  ; ID_Continue
1DF00..1DF09  ; ID_Continue
1DF0A         ; ID_Continue
1DF0B..1DF1E  ; ID_Continue
1DF25..1DF2A  ; ID_Continue
1E000..1E006  ; ID_Continue
1E008..1E018  ; ID_Continue
1E01B..1E021  ; ID_Continue
1E023..1E024  ; ID_Continue
1E026..1E02A  ; ID_Continue
1E030..1E06D  ; ID_Continue
1E08F         ; ID_Continue
1E100..1E12C  ; ID_Continue
1E130..1E136  ; ID_Continue
1E137..1E13D  ; ID_Continue
1E140..1E149  ; ID_Continue
1E14E         ; ID_Continue
1E290..1E2AD  ; ID_Continue
1E2AE         ; ID_Continue
1E2C0..1E2EB  ; ID_Continue
1E2EC..1E2EF  ; ID_Continue
1E2F0..1E2F9  ; ID_Continue
1E4D0..1E4EA  ; ID_Continue
1E4EB         ; ID_Continue
1E4EC..1E4EF  ; ID_Continue
1E4F0..1E4F9  ; ID_Continue
1E5D0..1E5ED  ; ID_Continue
1E5EE..1E5EF  ; ID_Continue
1E5F0         ; ID_Continue
1E5F1..1E5FA  ; ID_Continue
1E7E0..1E7E6  ; ID_Continue
1E7E8..1E7EB  ; ID_Continue
1E7ED..1E7EE  ; ID_Continue
1E7F0..1E7FE  ; ID_Continue
1E800..1E8C4  ; ID_Continue
1E8D0..1E8D6  ; ID_Continue
1E900..1E943  ; ID_Continue
1E944..1E94A  ; ID_Continue
1E94B         ; ID_Continue
1E950..1E959  ; ID_Continue
1EE00..1EE03  ; ID_Continue
1EE05..1EE1F  ; ID_Continue
1EE21..1EE22  ; ID_Continue
1EE24         ; ID_Continue
1EE27         ; ID_Continue
1EE29..1EE32  ; ID_Continue
1EE34..1EE37  ; ID_Continue
1EE39         ; ID_Continue
1EE3B         ; ID_Continue
1EE42         ; ID_Continue
1EE47         ; ID_Continue
1EE49         ; ID_Continue
1EE4B         ; ID_Continue
1EE4D..1EE4F  ; ID_Continue
1EE51..1EE52  ; ID_Continue
1EE54         ; ID_Continue
1EE57         ; ID_Continue
1EE59         ; ID_Continue
1EE5B         ; ID_Continue
1EE5D         ; ID_Continue
1EE5F         ; ID_Continue
1EE61..1EE62  ; ID_Continue
1EE64         ; ID_Continue
1EE67..1EE6A  ; ID_Continue
1EE6C..1EE72  ; ID_Continue
1EE74..1EE77  ; ID_Continue
1EE79..1EE7C  ; ID_Continue
1EE7E         ; ID_Continue
1EE80..1EE89  ; ID_Continue
1EE8B..1EE9B  ; ID_Continue
1EEA1..1EEA3  ; ID_Continue
1EEA5..1EEA9  ; ID_Continue
1EEAB..1EEBB  ; ID_Continue
1FBF0..1FBF9  ; ID_Continue
20000..2A6DF  ; ID_Continue
2A700..2B739  ; ID_Continue
2B740..2B81D  ; ID_Continue
2B820..2CEA1  ; ID_Continue
2CEB0..2EBE0  ; ID_Continue
2EBF0..2EE5D  ; ID_Continue
2F800..2FA1D  ; ID_Continue
30000..3134A  ; ID_Continue
31350..323AF  ; ID_Continue
E0100..E01EF  ; ID_Continue

# Total code points: 144541

# ================================================

# Derived Property: XID_Start
#  ID_Start modified for closure under NFKx
#  Modified as described in UAX #15
#  NOTE: Does NOT remove the non-NFKx characters.
#        Merely ensures that if isIdentifer(string) then isIdentifier(NFKx(string))
#  NOTE: See UAX #31 for more information

0041..005A    ; XID_Start
0061..007A    ; XID_Start
00AA          ; XID_Start
00B5          ; XID_Start
00BA          ; XID_Start
00C0..00D6    ; XID_Start
00D8..00F6    ; XID_Start
00F8..01BA    ; XID_Start
01BB          ; XID_Start
01BC..01BF    ; XID_Start
01C0..01C3    ; XID_Start
01C4..0293    ; XID_Start
0294          ; XID_Start
0295..02AF    ; XID_Start
02B0..02C1    ; XID_Start
02C6..02D1    ; XID_Start
02E0..02E4    ; XID_Start
02EC          ; XID_Start
02EE          ; XID_Start
0370..0373    ; XID_Start
0374          ; XID_Start
0376..0377    ; XID_Start
037B..037D    ; XID_Start
037F          ; XID_Start
0386          ; XID_Start
0388..038A    ; XID_Start
038C          ; XID_Start
038E..03A1    ; XID_Start
03A3..03F5    ; XID_Start
03F7..0481    ; XID_Start
048A..052F    ; XID_Start
0531..0556    ; XID_Start
0559          ; XID_Start
0560..0588    ; XID_Start
05D0..05EA    ; XID_Start
05EF..05F2    ; XID_Start
0620..063F    ; XID_Start
0640          ; XID_Start
0641..064A    ; XID_Start
066E..066F    ; XID_Start
0671..06D3    ; XID_Start
06D5          ; XID_Start
06E5..06E6    ; XID_Start
06EE..06EF    ; XID_Start
06FA..06FC    ; XID_Start
06FF          ; XID_Start
0710          ; XID_Start
0712..072F    ; XID_Start
074D..07A5    ; XID_Start
07B1          ; XID_Start
07CA..07EA    ; XID_Start
07F4..07F5    ; XID_Start
07FA          ; XID_Start
0800..0815    ; XID_Start
081A          ; XID_Start
0824          ; XID_Start
0828          ; XID_Start
0840..0858    ; XID_Start
0860..086A    ; XID_Start
0870..0887    ; XID_Start
0889..088E    ; XID_Start
08A0..08C8    ; XID_Start
08C9          ; XID_Start
0904..0939    ; XID_Start
093D          ; XID_Start
0950          ; XID_Start
0958..0961    ; XID_Start
0971          ; XID_Start
0972..0980    ; XID_Start
0985..098C    ; XID_Start
098F..0990    ; XID_Start
0993..09A8    ; XID_Start
09AA..09B0    ; XID_Start
09B2          ; XID_Start
09B6..09B9    ; XID_Start
09BD          ; XID_Start
09CE          ; XID_Start
09DC..09DD    ; XID_Start
09DF..09E1    ; XID_Start
09F0..09F1    ; XID_Start
09FC          ; XID_Start
0A05..0A0A    ; XID_Start
0A0F..0A10    ; XID_Start
0A13..0A28    ; XID_Start
0A2A..0A30    ; XID_Start
0A32..0A33    ; XID_Start
0A35..0A36    ; XID_Start
0A38..0A39    ; XID_Start
0A59..0A5C    ; XID_Start
0A5E          ; XID_Start
0A72..0A74    ; XID_Start
0A85..0A8D    ; XID_Start
0A8F..0A91    ; XID_Start
0A93..0AA8    ; XID_Start
0AAA..0AB0    ; XID_Start
